,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
3996,14879,Hoppin' Frog Brewery,1288455480,4.0,4.0,4.0,dirtylou,Pumpkin Ale,4.0,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
3997,14879,Hoppin' Frog Brewery,1284421098,4.0,4.5,4.0,beergod1,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
3998,14879,Hoppin' Frog Brewery,1284169815,4.0,4.0,4.5,Florida9,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
3999,14879,Hoppin' Frog Brewery,1283905510,2.5,3.5,3.5,herman77,American IPA,2.0,3.5,Hoppin' To Heaven IPA,6.8,33624
4000,14879,Hoppin' Frog Brewery,1280976262,4.0,4.5,4.0,farrago,American IPA,5.0,4.5,Hoppin' To Heaven IPA,6.8,33624
4001,14879,Hoppin' Frog Brewery,1280152493,3.5,3.5,4.0,livewire78,American IPA,4.0,3.0,Hoppin' To Heaven IPA,6.8,33624
4002,14879,Hoppin' Frog Brewery,1278981855,3.0,4.0,4.0,beer2day,American IPA,3.5,3.0,Hoppin' To Heaven IPA,6.8,33624
4003,14879,Hoppin' Frog Brewery,1278455365,4.0,4.0,3.5,gatornation,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4004,14879,Hoppin' Frog Brewery,1277436055,4.5,4.0,4.5,Yesac,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4005,14879,Hoppin' Frog Brewery,1276438375,5.0,5.0,4.0,Norfawkers,American IPA,5.0,5.0,Hoppin' To Heaven IPA,6.8,33624
4006,14879,Hoppin' Frog Brewery,1285206547,4.0,4.5,4.0,thetomG,Belgian IPA,4.0,4.0,Hop Master's Abbey Belgian-Style Double IPA,8.5,51917
4007,14879,Hoppin' Frog Brewery,1276010428,4.5,3.5,4.0,johnmichaelsen,American IPA,4.5,4.5,Hoppin' To Heaven IPA,6.8,33624
4008,14879,Hoppin' Frog Brewery,1275523418,4.0,4.0,4.0,Georgiabeer,American IPA,3.5,3.5,Hoppin' To Heaven IPA,6.8,33624
4009,14879,Hoppin' Frog Brewery,1275433171,4.5,4.5,4.0,kwjd,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4010,14879,Hoppin' Frog Brewery,1275423616,3.5,4.0,4.0,tr4nc3d,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4011,14879,Hoppin' Frog Brewery,1274843925,4.0,4.5,4.0,TheSevenDuffs,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4012,14879,Hoppin' Frog Brewery,1274442929,4.0,4.0,4.0,Spica66,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4013,14879,Hoppin' Frog Brewery,1273716812,4.0,3.5,4.5,Cyberkedi,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4014,14879,Hoppin' Frog Brewery,1272770252,3.5,4.0,4.0,1fastz28,American IPA,3.0,3.5,Hoppin' To Heaven IPA,6.8,33624
4015,14879,Hoppin' Frog Brewery,1272304045,4.0,4.0,4.0,Pencible,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4016,14879,Hoppin' Frog Brewery,1271983294,4.0,3.5,4.0,mntlover,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4017,14879,Hoppin' Frog Brewery,1304739058,4.0,4.0,4.0,aasher,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4018,14879,Hoppin' Frog Brewery,1271343501,4.0,3.5,4.0,Lunch,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4019,14879,Hoppin' Frog Brewery,1271002963,4.5,4.0,3.5,zeff80,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4020,14879,Hoppin' Frog Brewery,1270089246,4.5,3.5,3.5,russpowell,American IPA,4.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4021,14879,Hoppin' Frog Brewery,1269212872,4.5,4.0,4.0,JayQue,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4022,14879,Hoppin' Frog Brewery,1269193670,4.0,4.0,3.5,onix1agr,American IPA,4.5,3.5,Hoppin' To Heaven IPA,6.8,33624
4023,14879,Hoppin' Frog Brewery,1269004597,4.0,4.0,5.0,CharlatanSin,American IPA,4.0,3.5,Hoppin' To Heaven IPA,6.8,33624
4024,14879,Hoppin' Frog Brewery,1268530684,3.5,3.5,4.5,billab914,American IPA,4.0,3.5,Hoppin' To Heaven IPA,6.8,33624
4025,14879,Hoppin' Frog Brewery,1267418937,4.0,3.5,3.0,adamette,American IPA,3.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4026,14879,Hoppin' Frog Brewery,1240978368,4.5,4.0,4.0,klewis,Scotch Ale / Wee Heavy,4.5,4.0,Outta Kilter,8.2,47694
4027,14879,Hoppin' Frog Brewery,1267230337,4.0,3.5,3.5,bosox941827,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4028,14879,Hoppin' Frog Brewery,1264347696,2.0,3.0,3.0,moz9,American IPA,3.0,3.0,Hoppin' To Heaven IPA,6.8,33624
4029,14879,Hoppin' Frog Brewery,1262833390,4.0,4.0,5.0,laituegonflable,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4030,14879,Hoppin' Frog Brewery,1262764091,4.0,4.5,4.0,lacqueredmouse,American IPA,4.0,3.5,Hoppin' To Heaven IPA,6.8,33624
4031,14879,Hoppin' Frog Brewery,1262406693,4.0,3.5,4.0,drabmuh,American IPA,4.0,3.5,Hoppin' To Heaven IPA,6.8,33624
4032,14879,Hoppin' Frog Brewery,1261579505,3.5,3.0,4.0,jampics2,American IPA,3.0,3.0,Hoppin' To Heaven IPA,6.8,33624
4033,14879,Hoppin' Frog Brewery,1260843706,4.0,4.0,4.5,kbeals,American IPA,4.0,4.5,Hoppin' To Heaven IPA,6.8,33624
4034,14879,Hoppin' Frog Brewery,1287347010,4.0,3.5,3.5,smcolw,Pumpkin Ale,3.5,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4035,14879,Hoppin' Frog Brewery,1260206068,4.0,4.0,5.0,Jeffo,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4036,14879,Hoppin' Frog Brewery,1259433989,3.5,4.0,3.0,robbyc1,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4037,14879,Hoppin' Frog Brewery,1258920848,4.5,4.5,4.0,wenkalman,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4038,14879,Hoppin' Frog Brewery,1258139088,4.0,4.0,4.0,BeerAdvocate,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4039,14879,Hoppin' Frog Brewery,1257910139,3.0,3.0,4.5,drpimento,American IPA,3.5,2.5,Hoppin' To Heaven IPA,6.8,33624
4040,14879,Hoppin' Frog Brewery,1257737556,4.0,3.5,4.5,Ryan011235,American IPA,4.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4041,14879,Hoppin' Frog Brewery,1257646783,4.5,4.5,3.5,CHickman,American IPA,4.0,4.5,Hoppin' To Heaven IPA,6.8,33624
4042,14879,Hoppin' Frog Brewery,1256868605,4.0,4.0,3.5,Duhast500,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4044,14879,Hoppin' Frog Brewery,1255657196,4.5,4.5,4.0,cvfish,American IPA,4.5,4.5,Hoppin' To Heaven IPA,6.8,33624
4045,14879,Hoppin' Frog Brewery,1255104769,4.0,4.0,4.0,nick76,American IPA,4.0,4.5,Hoppin' To Heaven IPA,6.8,33624
4046,14879,Hoppin' Frog Brewery,1254006835,4.0,3.0,4.0,aubuc1,American IPA,4.0,3.0,Hoppin' To Heaven IPA,6.8,33624
4047,14879,Hoppin' Frog Brewery,1253793616,3.5,4.0,4.0,Gtreid,American IPA,3.5,3.5,Hoppin' To Heaven IPA,6.8,33624
4048,14879,Hoppin' Frog Brewery,1252966876,4.0,3.5,4.0,beerthulhu,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4049,14879,Hoppin' Frog Brewery,1251959572,4.5,4.0,4.0,nickfl,American IPA,4.0,4.5,Hoppin' To Heaven IPA,6.8,33624
4050,14879,Hoppin' Frog Brewery,1251922423,3.5,3.5,5.0,GClarkage,American IPA,3.5,3.5,Hoppin' To Heaven IPA,6.8,33624
4051,14879,Hoppin' Frog Brewery,1251603645,3.5,4.0,4.0,cjgator3,American IPA,3.5,4.0,Hoppin' To Heaven IPA,6.8,33624
4052,14879,Hoppin' Frog Brewery,1251484802,4.0,4.0,4.0,hosehead83,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
4053,14879,Hoppin' Frog Brewery,1322269260,4.0,4.0,4.0,WoodBrew,Scotch Ale / Wee Heavy,5.0,4.5,Outta Kilter,8.2,47694
4054,14879,Hoppin' Frog Brewery,1322092111,4.0,4.0,4.0,mikesgroove,Scotch Ale / Wee Heavy,4.5,4.0,Outta Kilter,8.2,47694
4055,14879,Hoppin' Frog Brewery,1321511324,3.0,4.0,3.5,mentor,Scotch Ale / Wee Heavy,2.0,4.0,Outta Kilter,8.2,47694
4056,14879,Hoppin' Frog Brewery,1320188160,3.5,3.5,4.0,ksimons,Scotch Ale / Wee Heavy,3.5,3.0,Outta Kilter,8.2,47694
4057,14879,Hoppin' Frog Brewery,1318983112,4.0,4.0,4.0,cindyjeffsmith,Scotch Ale / Wee Heavy,4.5,4.0,Outta Kilter,8.2,47694
4058,14879,Hoppin' Frog Brewery,1317351749,4.0,4.5,4.5,McNealc31,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4059,14879,Hoppin' Frog Brewery,1316141737,3.5,3.5,4.0,scottfrie,Scotch Ale / Wee Heavy,4.0,3.5,Outta Kilter,8.2,47694
4060,14879,Hoppin' Frog Brewery,1313112963,3.5,3.5,3.5,beer2day,Scotch Ale / Wee Heavy,4.0,3.5,Outta Kilter,8.2,47694
4061,14879,Hoppin' Frog Brewery,1311086835,3.5,3.0,3.5,CuttDeez,Scotch Ale / Wee Heavy,3.5,3.0,Outta Kilter,8.2,47694
4062,14879,Hoppin' Frog Brewery,1310132451,3.0,3.5,3.5,smakawhat,Scotch Ale / Wee Heavy,3.5,3.0,Outta Kilter,8.2,47694
4063,14879,Hoppin' Frog Brewery,1309831521,4.0,4.5,3.0,Portertime,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4064,14879,Hoppin' Frog Brewery,1305406834,4.0,3.5,3.5,twiggamortis420,Scotch Ale / Wee Heavy,4.5,4.5,Outta Kilter,8.2,47694
4065,14879,Hoppin' Frog Brewery,1303190102,4.0,4.0,4.0,wvsabbath,Scotch Ale / Wee Heavy,4.0,4.5,Outta Kilter,8.2,47694
4066,14879,Hoppin' Frog Brewery,1303060921,4.0,3.5,4.0,superspak,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4067,14879,Hoppin' Frog Brewery,1302741322,3.5,4.0,3.5,Groucho75,Scotch Ale / Wee Heavy,3.5,4.0,Outta Kilter,8.2,47694
4068,14879,Hoppin' Frog Brewery,1300334205,2.5,4.0,3.0,mactrail,Scotch Ale / Wee Heavy,3.5,2.5,Outta Kilter,8.2,47694
4069,14879,Hoppin' Frog Brewery,1299498477,3.0,3.0,2.5,Thorpe429,Scotch Ale / Wee Heavy,3.0,2.0,Outta Kilter,8.2,47694
4070,14879,Hoppin' Frog Brewery,1295450060,3.0,4.5,3.0,aepb1,Scotch Ale / Wee Heavy,3.0,3.5,Outta Kilter,8.2,47694
4071,14879,Hoppin' Frog Brewery,1294624502,3.5,4.0,4.0,coldmeat23,Scotch Ale / Wee Heavy,3.0,3.5,Outta Kilter,8.2,47694
4072,14879,Hoppin' Frog Brewery,1290489584,4.0,4.0,3.0,russpowell,Scotch Ale / Wee Heavy,3.5,3.5,Outta Kilter,8.2,47694
4073,14879,Hoppin' Frog Brewery,1290133214,4.0,3.5,4.0,TheHoppiest,Scotch Ale / Wee Heavy,4.0,4.5,Outta Kilter,8.2,47694
4074,14879,Hoppin' Frog Brewery,1289087599,4.0,3.5,3.0,zeff80,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4075,14879,Hoppin' Frog Brewery,1286027547,4.0,4.0,4.5,dspoonrt,Scotch Ale / Wee Heavy,4.0,4.5,Outta Kilter,8.2,47694
4076,14879,Hoppin' Frog Brewery,1282537231,4.5,4.5,4.5,stimulus,Scotch Ale / Wee Heavy,4.5,4.5,Outta Kilter,8.2,47694
4077,14879,Hoppin' Frog Brewery,1282173933,3.0,3.5,3.0,drpimento,Scotch Ale / Wee Heavy,3.0,3.5,Outta Kilter,8.2,47694
4078,14879,Hoppin' Frog Brewery,1279848626,4.0,4.0,3.5,avalon07,Scotch Ale / Wee Heavy,4.0,4.5,Outta Kilter,8.2,47694
4079,14879,Hoppin' Frog Brewery,1279819818,2.5,2.5,3.0,stcules,Scotch Ale / Wee Heavy,3.0,2.5,Outta Kilter,8.2,47694
4080,14879,Hoppin' Frog Brewery,1279576629,3.0,4.5,4.0,oberon,Scotch Ale / Wee Heavy,3.5,3.5,Outta Kilter,8.2,47694
4081,14879,Hoppin' Frog Brewery,1277093380,4.0,3.5,3.5,TMoney2591,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4082,14879,Hoppin' Frog Brewery,1275962656,4.0,4.0,4.0,mdfb79,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4083,14879,Hoppin' Frog Brewery,1274637977,4.5,4.0,4.0,Pencible,Scotch Ale / Wee Heavy,4.5,4.5,Outta Kilter,8.2,47694
4084,14879,Hoppin' Frog Brewery,1274492049,3.5,3.5,4.0,Cyberkedi,Scotch Ale / Wee Heavy,3.5,3.5,Outta Kilter,8.2,47694
4085,14879,Hoppin' Frog Brewery,1273002496,3.0,4.0,3.5,Domingo,Scotch Ale / Wee Heavy,4.0,3.0,Outta Kilter,8.2,47694
4086,14879,Hoppin' Frog Brewery,1269982884,4.5,4.0,4.0,adamette,Scotch Ale / Wee Heavy,4.0,4.5,Outta Kilter,8.2,47694
4087,14879,Hoppin' Frog Brewery,1267155890,4.5,3.5,3.0,ShogoKawada,Scotch Ale / Wee Heavy,4.5,4.0,Outta Kilter,8.2,47694
4088,14879,Hoppin' Frog Brewery,1266864315,3.0,3.0,3.5,womencantsail,Scotch Ale / Wee Heavy,4.0,3.0,Outta Kilter,8.2,47694
4089,14879,Hoppin' Frog Brewery,1266360649,4.0,3.5,3.5,brewdlyhooked13,Scotch Ale / Wee Heavy,5.0,3.5,Outta Kilter,8.2,47694
4090,14879,Hoppin' Frog Brewery,1265325985,3.5,3.5,3.5,beerthulhu,Scotch Ale / Wee Heavy,3.5,4.0,Outta Kilter,8.2,47694
4091,14879,Hoppin' Frog Brewery,1262130046,4.0,4.0,4.0,bamadog,Scotch Ale / Wee Heavy,3.5,4.0,Outta Kilter,8.2,47694
4092,14879,Hoppin' Frog Brewery,1261934147,4.0,4.0,3.5,redsonja,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4093,14879,Hoppin' Frog Brewery,1240346298,4.0,3.5,4.0,nrbw23,Scotch Ale / Wee Heavy,3.5,3.5,Outta Kilter,8.2,47694
4094,14879,Hoppin' Frog Brewery,1260931066,3.5,3.0,4.0,jwc215,Scotch Ale / Wee Heavy,3.5,3.5,Outta Kilter,8.2,47694
4095,14879,Hoppin' Frog Brewery,1256839675,3.5,4.5,4.0,TheBierBand,Scotch Ale / Wee Heavy,4.0,3.5,Outta Kilter,8.2,47694
4096,14879,Hoppin' Frog Brewery,1254874737,3.0,3.0,3.0,Gavage,Scotch Ale / Wee Heavy,3.5,3.0,Outta Kilter,8.2,47694
4097,14879,Hoppin' Frog Brewery,1254018243,4.0,4.5,4.0,philbe311,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4098,14879,Hoppin' Frog Brewery,1253999759,3.5,3.5,3.5,bluejacket74,Scotch Ale / Wee Heavy,3.5,3.5,Outta Kilter,8.2,47694
4099,14879,Hoppin' Frog Brewery,1253390914,3.5,4.0,4.0,merlin48,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4100,14879,Hoppin' Frog Brewery,1252937042,4.0,4.0,4.0,JamesS,Scotch Ale / Wee Heavy,3.5,4.0,Outta Kilter,8.2,47694
4101,14879,Hoppin' Frog Brewery,1252898496,3.5,4.0,3.5,cjgator3,Scotch Ale / Wee Heavy,4.0,3.5,Outta Kilter,8.2,47694
4102,14879,Hoppin' Frog Brewery,1252872889,2.0,3.0,4.0,woodske1,Scotch Ale / Wee Heavy,2.0,2.5,Outta Kilter,8.2,47694
4103,14879,Hoppin' Frog Brewery,1252798848,4.0,4.0,4.0,Wasatch,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4104,14879,Hoppin' Frog Brewery,1251903262,4.0,3.0,4.0,BuckeyeNation,Scotch Ale / Wee Heavy,4.5,4.0,Outta Kilter,8.2,47694
4105,14879,Hoppin' Frog Brewery,1251860634,4.0,3.5,3.5,Bung,Scotch Ale / Wee Heavy,4.0,3.5,Outta Kilter,8.2,47694
4106,14879,Hoppin' Frog Brewery,1250994456,5.0,4.5,5.0,JamnesCameron,Scotch Ale / Wee Heavy,4.5,5.0,Outta Kilter,8.2,47694
4107,14879,Hoppin' Frog Brewery,1246311334,4.0,3.5,4.0,cooncat,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4108,14879,Hoppin' Frog Brewery,1245551032,3.0,3.0,4.5,jwinship83,Scotch Ale / Wee Heavy,3.5,3.5,Outta Kilter,8.2,47694
4109,14879,Hoppin' Frog Brewery,1245304199,3.5,4.0,3.0,scruffwhor,Scotch Ale / Wee Heavy,4.0,3.5,Outta Kilter,8.2,47694
4110,14879,Hoppin' Frog Brewery,1244171202,4.0,3.5,4.0,ndekke39,Scotch Ale / Wee Heavy,4.0,3.5,Outta Kilter,8.2,47694
4111,14879,Hoppin' Frog Brewery,1242187060,4.5,3.5,4.0,neenerzig,Scotch Ale / Wee Heavy,4.5,4.5,Outta Kilter,8.2,47694
4112,14879,Hoppin' Frog Brewery,1242126601,3.0,4.0,4.0,sholland119,Scotch Ale / Wee Heavy,4.0,3.0,Outta Kilter,8.2,47694
4113,14879,Hoppin' Frog Brewery,1240065373,4.0,3.0,3.0,ABOWMan,Scotch Ale / Wee Heavy,4.5,4.0,Outta Kilter,8.2,47694
4114,14879,Hoppin' Frog Brewery,1238608245,3.5,4.0,4.0,hopdog,Scotch Ale / Wee Heavy,3.5,3.0,Outta Kilter,8.2,47694
4115,14879,Hoppin' Frog Brewery,1238461528,4.0,4.0,4.0,tmoneyba,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4116,14879,Hoppin' Frog Brewery,1238118872,4.0,3.0,4.0,brokenleadedcask,Scotch Ale / Wee Heavy,3.0,4.0,Outta Kilter,8.2,47694
4117,14879,Hoppin' Frog Brewery,1236567643,3.5,3.5,4.0,onix1agr,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4118,14879,Hoppin' Frog Brewery,1235324565,4.0,3.5,4.0,drgonzo3705,Scotch Ale / Wee Heavy,4.0,4.0,Outta Kilter,8.2,47694
4119,14879,Hoppin' Frog Brewery,1305259558,4.0,5.0,3.5,HosP,Pumpkin Ale,3.5,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4120,14879,Hoppin' Frog Brewery,1300677073,3.0,4.0,4.0,beerwolf77,Pumpkin Ale,4.0,3.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4121,14879,Hoppin' Frog Brewery,1300665457,3.5,3.5,2.5,BeerFMAndy,Pumpkin Ale,3.5,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4122,14879,Hoppin' Frog Brewery,1300404214,4.0,4.5,3.0,claspada,Pumpkin Ale,3.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4123,14879,Hoppin' Frog Brewery,1297890563,3.5,3.0,4.0,Rhettroactive,Pumpkin Ale,3.0,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4124,14879,Hoppin' Frog Brewery,1295987634,4.0,4.0,4.0,beergod1,Pumpkin Ale,4.0,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4125,14879,Hoppin' Frog Brewery,1295129042,3.5,4.0,3.5,cooncat,Pumpkin Ale,3.5,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4126,14879,Hoppin' Frog Brewery,1294509115,4.0,4.0,3.5,Reagan1984,Pumpkin Ale,3.5,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4127,14879,Hoppin' Frog Brewery,1291788293,3.5,3.5,2.5,Beaver13,Pumpkin Ale,2.5,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4128,14879,Hoppin' Frog Brewery,1291404157,3.5,4.0,4.0,LiquidBread219,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4129,14879,Hoppin' Frog Brewery,1291065220,3.5,4.0,3.0,Brabander,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4130,14879,Hoppin' Frog Brewery,1287199431,4.0,4.0,3.5,steve8robin,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4131,14879,Hoppin' Frog Brewery,1290909436,3.0,4.0,4.0,StormKing47,Pumpkin Ale,3.5,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4132,14879,Hoppin' Frog Brewery,1289620033,3.0,4.0,3.5,GregSVT,Pumpkin Ale,3.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4133,14879,Hoppin' Frog Brewery,1289244133,4.5,4.5,4.0,ne0m00re,Pumpkin Ale,3.5,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4134,14879,Hoppin' Frog Brewery,1289175039,3.0,4.0,3.5,younger35,Pumpkin Ale,3.5,3.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4135,14879,Hoppin' Frog Brewery,1289165850,4.5,4.5,3.5,Cyberkedi,Pumpkin Ale,4.5,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4136,14879,Hoppin' Frog Brewery,1289100257,5.0,4.5,3.0,fo5s,Pumpkin Ale,3.5,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4137,14879,Hoppin' Frog Brewery,1288400071,3.0,4.0,3.0,eclaycamp,Pumpkin Ale,3.0,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4138,14879,Hoppin' Frog Brewery,1287771877,4.0,3.5,4.0,drabmuh,Pumpkin Ale,4.0,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4139,14879,Hoppin' Frog Brewery,1287691935,4.0,4.5,4.5,alpinebryant,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4140,14879,Hoppin' Frog Brewery,1287623525,4.0,3.5,4.0,JToad,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4141,14879,Hoppin' Frog Brewery,1287542993,4.0,3.5,4.0,Georgiabeer,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4142,14879,Hoppin' Frog Brewery,1287534011,3.5,3.5,3.0,rapidsequence,Pumpkin Ale,3.0,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4143,14879,Hoppin' Frog Brewery,1287531134,3.5,4.0,4.0,pzrhsau,Pumpkin Ale,4.0,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4144,14879,Hoppin' Frog Brewery,1287458172,3.0,3.5,4.0,chaz410,Pumpkin Ale,4.0,3.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4145,14879,Hoppin' Frog Brewery,1287402816,4.0,3.5,4.0,Thorpe429,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4146,14879,Hoppin' Frog Brewery,1287187030,4.5,4.5,4.5,Daktyls,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4147,14879,Hoppin' Frog Brewery,1287104498,4.0,4.5,4.0,thetomG,Pumpkin Ale,3.5,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4148,14879,Hoppin' Frog Brewery,1287014731,4.0,4.5,3.5,IronCitySteve,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4149,14879,Hoppin' Frog Brewery,1286909414,5.0,3.0,4.0,beerhan,Pumpkin Ale,4.0,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4150,14879,Hoppin' Frog Brewery,1286656360,4.0,4.0,4.0,Daniellobo,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4151,14879,Hoppin' Frog Brewery,1286588427,3.5,3.5,3.5,TheHoppiest,Pumpkin Ale,3.5,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4152,14879,Hoppin' Frog Brewery,1286586963,3.5,3.0,2.5,Gmann,Pumpkin Ale,3.5,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4153,14879,Hoppin' Frog Brewery,1286322675,3.0,3.5,4.0,Huhzubendah,Pumpkin Ale,3.5,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4154,14879,Hoppin' Frog Brewery,1286146280,3.5,4.5,3.5,SilentSabre,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4155,14879,Hoppin' Frog Brewery,1286072716,3.5,4.0,2.5,MrDanno96,Pumpkin Ale,4.0,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4156,14879,Hoppin' Frog Brewery,1286071907,3.5,4.0,3.5,alleykatking,Pumpkin Ale,3.5,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4157,14879,Hoppin' Frog Brewery,1285905042,4.0,5.0,4.0,Richardberg,Pumpkin Ale,3.5,5.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4158,14879,Hoppin' Frog Brewery,1285718788,3.5,3.5,4.0,JoePat,Pumpkin Ale,4.0,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4159,14879,Hoppin' Frog Brewery,1285545141,3.5,3.0,3.0,jsh420,Pumpkin Ale,3.5,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4160,14879,Hoppin' Frog Brewery,1285535561,4.0,4.0,3.5,Mebuzzard,Pumpkin Ale,3.5,4.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4161,14879,Hoppin' Frog Brewery,1285386207,3.0,3.0,2.5,Beejay,Pumpkin Ale,3.0,3.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4163,14879,Hoppin' Frog Brewery,1285248085,4.0,4.5,3.5,avalon07,Pumpkin Ale,4.0,4.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
4164,14879,Hoppin' Frog Brewery,1285095553,4.5,4.5,4.5,BeerVikingSailor,Pumpkin Ale,4.0,5.0,Frog's Hollow Double Pumpkin Ale,8.4,52211
4165,14879,Hoppin' Frog Brewery,1285029925,3.5,3.5,4.0,mdfb79,Pumpkin Ale,4.0,3.5,Frog's Hollow Double Pumpkin Ale,8.4,52211
